Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Product_Category,Product_Name,Sales,Quantity,Profit,Discount
1755,2025-07-19,59,George Rosales,North,Technology,Try,832.95,6,216.67,0.01
1878,2025-11-23,20,Gregory Ross,North,Furniture,Then,646.16,10,144.31,0.44
1678,2024-05-04,49,Nancy Gonzales,East,Office Supplies,Simple,470.94,5,125.42,0.16
1556,2024-11-12,12,Kayla Kennedy,East,Technology,Pay,813.84,10,218.24,0.25
1010,2025-01-17,70,Angela Conley,North,Technology,When,379.91,4,0.22,0.05
1534,2024-07-04,127,Matthew Hall,West,Furniture,Loss,957.26,9,256.13,0.24
1842,2026-01-14,33,Danny Herring,East,Furniture,Painting,438.28,6,-2.43,0.28
1999,2026-03-06,113,,North,Furniture,Science,424.07,9,-12.86,0.4
1167,2025-06-01,138,Ronald Bonilla,West,Office Supplies,Establish,332.42,2,149.34,0.39
1648,2024-09-10,147,Angela Bradford,West,Office Supplies,Learn,587.52,6,244.86,0.29
1544,2025-12-02,134,Denise Hansen,West,Furniture,Type,642.61,10,206.2,0.13
1679,2026-02-08,153,Robin Smith,South,Furniture,Report,126.7,8,-30.0,0.07
1654,2026-04-02,135,Laura Lopez,West,Technology,Daughter,485.01,4,269.91,0.41
1224,2024-05-27,122,Laura Leon,East,Office Supplies,Between,952.05,4,-8.19,0.48
1173,2025-01-07,3,Beth Martin,East,Furniture,Could,220.57,10,287.97,0.37
1019,2025-07-03,34,Robin Pearson,North,Technology,Girl,611.27,3,,0.1
1192,2025-11-30,159,Samuel Reese,West,Office Supplies,Phone,356.02,7,45.84,0.23
1399,2024-12-02,174,Diana Dunn,East,Furniture,Page,934.32,7,-25.34,0.46
1677,2025-08-04,179,Edward Singh,South,Furniture,Condition,510.6,1,31.74,0.5
1868,2026-02-20,55,Rachael Bishop,West,Furniture,Store,550.54,7,4.22,0.3
1488,2025-10-23,34,Lisa Jones MD,North,Office Supplies,Skill,557.19,1,-15.44,0.43
1428,2026-03-25,49,Jamie Lewis PhD,South,Furniture,Evening,,6,247.04,0.3
1614,2025-07-15,179,Carol Jones,South,Technology,Require,140.62,9,18.23,0.13
1799,2026-01-24,55,Scott Knight,East,Technology,Young,102.05,4,6.39,0.04
1106,2025-08-03,197,,North,Office Supplies,Wonder,324.87,1,49.29,0.44
1214,2025-12-03,173,Brian Reyes,South,Technology,Power,82.55,5,31.8,0.31
1451,2025-01-08,119,Alicia Gibson,West,Office Supplies,Air,306.6,6,94.13,0.47
1668,2024-08-21,19,Juan Best,South,Office Supplies,Adult,989.72,4,268.49,0.1
1419,2026-03-03,118,Crystal Khan,North,Furniture,Environmental,713.13,6,117.81,0.35
1024,2026-01-26,11,Katrina Smith,South,Technology,Put,498.2,9,138.41,0.25
1701,2025-01-05,176,Willie Harris,East,Office Supplies,Anyone,260.0,2,79.72,0.45
1610,2025-09-01,132,Robert Waller,West,Technology,Try,153.74,9,138.03,0.2
1383,2024-11-28,104,Jacob Wright,South,Office Supplies,Recently,779.92,10,34.8,0.07
1097,2024-10-18,52,Andrew Sellers,West,Furniture,Race,655.64,9,119.44,0.24
1409,2025-09-17,97,Craig Huerta,West,Technology,Energy,225.73,7,52.03,0.08
1329,2025-09-07,9,Gregory Rogers,West,Office Supplies,Show,603.88,6,65.95,0.13
1989,2024-08-13,91,Casey Wright,South,Furniture,Attorney,885.63,7,211.66,0.4
1936,2025-06-29,29,Justin Rivera,North,Technology,It,463.8,2,-31.11,0.39
1385,2025-07-04,72,Michele Morris,North,Technology,Develop,411.46,3,112.54,0.41
1227,2024-10-11,147,James Bell DDS,East,Furniture,Learn,755.26,5,130.84,0.23
1599,2026-04-24,70,Terry Morales,West,Technology,Shoulder,995.41,8,-7.7,0.16
1833,2026-04-29,108,Joseph Snyder,North,Office Supplies,End,106.05,10,123.87,0.05
1319,2025-06-24,38,Billy Wright,West,Furniture,Game,715.69,7,2.82,0.36
1339,2024-05-24,49,Andrew Madden,South,Technology,Drive,617.11,6,78.12,0.23
1186,2024-07-07,146,Thomas Johnson,South,Office Supplies,Event,409.94,10,195.55,0.14
1399,2024-11-07,119,Priscilla Herrera,South,Office Supplies,Example,188.48,9,183.49,0.46
1602,2025-05-21,147,Mr. Derrick James MD,East,Technology,Public,326.78,7,36.71,0.29
1695,2026-02-23,10,Loretta Carter,North,Office Supplies,Office,,3,48.34,0.27
1385,2024-10-28,57,Desiree Campbell,South,Furniture,Put,605.62,1,170.01,0.12
1926,2025-11-06,141,Tracy Cross,South,Furniture,Themselves,283.15,7,123.75,0.37
1254,2024-11-11,94,Cody Williams,North,Furniture,Benefit,453.48,4,-25.7,0.0
1507,2026-02-27,59,Meagan Howard,South,Furniture,Available,192.48,4,-14.65,0.22
1750,2024-07-09,133,Erica Morse,East,Office Supplies,Company,104.77,6,94.25,0.19
1801,2026-03-23,99,Anna Garza,East,Office Supplies,Score,698.67,9,281.55,0.02
1821,2025-06-19,111,Amy Fuller,South,Office Supplies,Make,768.4,9,258.1,0.22
1658,2025-12-10,56,Victoria Shepherd,East,Furniture,West,277.48,5,52.11,0.27
1805,2026-03-25,111,Garrett Bell,South,Technology,Level,979.15,3,233.56,0.39
1014,2025-03-09,175,Sonya Moore,North,Furniture,Job,260.96,10,172.04,0.16
1119,2026-04-29,16,Kelly Grant,West,Office Supplies,Foreign,973.15,9,42.15,0.15
1925,2026-03-12,37,Frederick Shaw,West,Technology,Pretty,513.86,4,129.47,0.48
1742,2024-10-07,105,Lauren Holmes,North,Office Supplies,Wait,968.42,5,283.73,0.11
1201,2025-12-29,52,Devin Taylor,North,Furniture,Article,63.87,4,250.23,0.14
1470,2025-06-29,71,John Gay,East,Furniture,Practice,565.72,3,179.09,0.06
1825,2025-01-19,186,Alison Dawson,North,Technology,Night,923.21,4,273.07,0.27
1414,2024-05-04,105,Jordan Garrison,South,Office Supplies,Say,560.16,6,215.98,0.19
1359,2025-11-02,26,Teresa Perez,North,Furniture,Let,948.49,10,62.91,0.45
1318,2025-06-10,103,,South,Technology,Technology,289.83,3,183.0,0.06
1590,2025-07-01,5,Stephen Jones,North,Furniture,Answer,824.01,6,62.13,0.27
1909,2025-10-03,117,Jose Marsh,East,Office Supplies,Foot,334.48,6,147.95,0.27
1614,2026-01-04,130,Melissa Gibson,West,Technology,Offer,874.25,10,210.59,0.21
1749,2024-06-21,69,Mark Baldwin,North,Technology,Series,173.62,3,99.49,0.48
1829,2024-12-12,89,Julia Li,East,Technology,Machine,747.29,7,-12.46,0.47
1969,2026-03-05,69,Christine Lewis,West,Technology,Stock,,1,170.35,0.07
1817,2024-10-26,32,Jaime Daugherty,West,Technology,Science,150.25,8,277.79,0.06
1727,2025-12-26,195,Alex Taylor,West,Office Supplies,Door,236.33,3,215.25,0.1
1918,2025-09-09,180,Jeffrey Ellis,South,Furniture,Assume,724.54,1,209.23,0.14
1610,2026-02-26,182,Luis Curtis,West,Furniture,Television,340.13,6,79.83,0.16
1294,2025-03-14,191,Sandra Leonard,West,Furniture,Wear,450.39,10,10.07,0.08
1361,2025-06-30,77,Antonio Little,South,Office Supplies,Six,250.39,2,-8.17,0.28
1858,2025-10-11,5,Frank Trevino,North,Technology,Enough,64.32,10,80.02,0.49
1158,2025-10-10,11,Kari Porter,West,Furniture,Race,631.73,5,224.07,0.26
1633,2025-02-21,125,Scott Jones,East,Office Supplies,Animal,264.89,4,298.86,0.38
1024,2024-06-17,76,Jessica Durham,East,Technology,Economy,599.16,7,254.39,0.14
1788,2024-11-21,154,Kelly King,North,Technology,Buy,813.5,2,32.18,0.37
1048,2024-05-23,3,Jennifer Pena,East,Furniture,Stock,841.32,10,8.87,0.16
1457,2024-05-07,166,John Patton,West,Technology,My,218.61,6,290.5,0.3
1544,2024-10-28,48,Robert Hansen,South,Furniture,Moment,394.56,4,279.5,0.12
1590,2025-03-02,67,Jasmine Williams,South,Office Supplies,Fall,957.24,7,22.39,0.15
1114,2026-01-05,99,Sarah Smith,South,Technology,Exactly,739.84,1,255.85,0.21
1195,2024-06-18,151,Denise Powers,North,Technology,Even,197.19,4,-27.28,0.07
1840,2025-06-13,123,Cathy Alvarez,South,Technology,Particularly,654.26,3,42.84,0.16
1936,2024-07-13,4,Antonio Harris,East,Technology,Modern,330.03,5,85.53,0.33
1150,2025-01-16,143,Christine Shepard,South,Office Supplies,Ability,348.38,1,228.54,0.07
1580,2025-12-15,90,Stacey Watkins,East,Furniture,Run,205.09,10,31.1,0.38
1916,2026-05-02,171,Melinda Rodriguez,West,Office Supplies,Will,919.59,1,25.08,0.21
1168,2025-10-30,97,Eric Chambers,East,Furniture,Letter,102.86,2,23.47,0.39
1973,2025-11-09,188,Sherry Castaneda,South,Furniture,Whole,818.97,9,22.83,0.29
1412,2024-12-29,43,Sara Lam,North,Office Supplies,New,523.55,2,199.25,0.39
1387,2024-12-27,104,Carrie Torres,West,Office Supplies,Shoulder,679.62,9,184.05,0.25
1707,2024-09-26,134,Lisa Lee,West,Office Supplies,Total,306.35,5,182.16,0.23
1959,2024-07-25,149,Brandon Nguyen,East,Furniture,Finish,932.4,9,45.75,0.28
1217,2024-11-10,171,John Owens,North,Technology,Two,182.24,8,288.42,0.01
1026,2024-09-07,23,Eric Valenzuela,East,Office Supplies,Course,997.11,4,283.34,0.29
1437,2026-04-09,94,Kathryn Terry,North,Furniture,Ahead,117.68,6,88.98,0.47
1706,2025-01-24,182,Caroline Branch,West,Office Supplies,Still,602.04,4,-4.52,0.35
1053,2024-08-13,15,Mindy Anderson,West,Office Supplies,Movement,808.31,8,77.2,0.13
1725,2024-06-20,36,Larry Gonzales,East,Technology,Sea,565.89,3,190.0,0.36
1948,2024-06-09,133,Angela Wiley,South,Furniture,Practice,307.27,5,-42.23,0.19
1084,2025-04-25,188,Melissa Levy,North,Furniture,They,514.51,4,175.52,0.21
1727,2024-07-02,89,Joseph Barnes,West,Furniture,Something,289.2,6,-6.21,0.01
1077,2024-08-02,157,Valerie Bennett,North,Furniture,Next,535.56,6,,0.08
1010,2026-01-16,153,Dustin Payne,South,Technology,Stay,346.42,10,208.4,0.32
1328,2026-04-17,130,Heidi Shepherd,West,Office Supplies,Structure,494.9,3,-27.21,0.25
1662,2025-11-24,72,Derrick Ruiz,South,Office Supplies,Wonder,262.97,2,93.95,0.12
1918,2024-07-09,98,David Brooks,West,Furniture,Lawyer,609.11,3,35.42,0.32
1315,2025-05-21,128,Hannah James,East,Furniture,Town,388.46,9,230.63,0.39
1880,2025-02-16,88,Ronnie Kim,North,Furniture,This,786.3,10,150.65,0.21
1606,2025-10-25,162,Janice Wright,North,Office Supplies,Behavior,422.04,10,277.46,0.08
1591,2025-05-09,37,Alison Bridges,South,Office Supplies,Audience,78.35,2,234.18,0.26
1459,2025-07-11,176,Rick Phillips,East,Office Supplies,I,57.31,2,213.08,0.46
1058,2024-06-18,193,Tracey Rose,East,Technology,Conference,796.54,3,-23.91,0.22
1755,2025-02-22,128,Andrew Shaffer,South,Office Supplies,Image,951.49,7,272.36,0.24
1408,2025-07-14,118,Zoe Barrett,West,Office Supplies,Price,616.43,3,144.17,0.33
1100,2024-10-02,33,Nicole Jenkins,South,Furniture,Speech,857.62,9,218.5,0.09
1027,2025-05-29,134,James Reeves,North,Office Supplies,Their,,1,,0.02
1044,2025-10-10,156,Sandra Carr,South,Furniture,Bed,408.91,10,91.47,0.02
1252,2025-03-02,165,Lisa Chen,West,Office Supplies,Identify,746.99,7,138.08,0.26
1441,2024-12-17,163,Kathleen English,South,Technology,Difficult,767.58,7,223.3,0.03
1460,2025-09-30,7,Pamela Ward,South,Furniture,Keep,194.31,6,268.24,0.4
1587,2024-08-01,57,Terrance Robertson,North,Furniture,View,966.07,7,53.74,0.06
1111,2025-04-20,96,Rebecca Cisneros,North,Furniture,Operation,928.14,5,195.02,0.2
1153,2026-04-01,135,Ian Lucas,West,Furniture,Kind,934.91,4,260.16,0.3
1212,2026-03-07,90,Pamela Byrd,South,Furniture,Federal,147.68,3,200.48,0.45
1470,2026-03-01,73,Lee Washington,West,Furniture,Own,484.06,3,288.01,0.37
1015,2024-06-29,136,Kathy Hernandez,South,Technology,Beautiful,714.01,10,32.37,0.47
1821,2026-03-31,41,Donna Rodriguez,North,Furniture,Imagine,715.51,5,199.2,0.08
1884,2024-09-07,56,Jennifer Sanchez,West,Technology,Money,902.29,8,-8.99,0.19
1931,2025-08-29,21,Angela Foster,East,Office Supplies,Seat,707.45,7,143.44,0.07
1652,2025-06-26,136,Kevin Booth,North,Furniture,Wind,572.78,6,-10.18,0.09
1864,2026-04-01,134,John Robertson,East,Technology,Measure,938.4,3,203.57,0.42
1066,2025-12-04,52,Henry Nelson,East,Office Supplies,Language,234.27,1,196.48,0.4
1074,2025-06-06,171,Kathy Peters,West,Office Supplies,Anything,921.97,1,171.33,0.05
1878,2025-03-15,133,Joanna Johnson,West,Furniture,Score,397.4,10,141.36,0.25
1366,2025-04-30,176,Rhonda Thomas,East,Furniture,Reason,421.56,10,115.65,0.18
1704,2024-07-01,195,Benjamin Johnson,West,Office Supplies,Write,512.54,8,-15.42,0.24
1553,2024-07-01,128,Amy Cruz,West,Office Supplies,Ball,697.79,8,45.88,0.06
1372,2025-09-28,93,Kelly Kim,West,Furniture,Future,122.3,10,114.24,0.4
1390,2024-09-12,1,Cindy Edwards,East,Technology,Plant,413.78,3,165.94,0.15
1104,2025-08-15,82,James Allen,East,Furniture,Doctor,986.52,1,46.91,0.17
1737,2025-03-15,20,Hannah Griffin,North,Technology,View,646.46,8,166.0,0.37
1389,2024-07-13,122,Derek Lowe,East,Furniture,Continue,187.93,6,260.05,0.38
1141,2025-09-15,15,Robert Jimenez,North,Furniture,Cover,291.62,6,18.01,0.47
1756,2025-05-05,54,Ellen Diaz,East,Technology,Others,300.16,3,104.67,0.2
1968,2025-11-05,156,Gregory Murray,South,Technology,Economic,267.03,6,287.84,0.19
1335,2025-06-23,112,Joan Michael,East,Office Supplies,Affect,297.83,10,295.91,0.49
1155,2024-09-05,106,Megan Diaz,South,Furniture,Probably,911.18,2,237.98,0.46
1077,2025-05-11,36,Shelly Spence,West,Office Supplies,May,192.25,2,-22.31,0.14
1824,2026-02-06,186,Lindsey Reed,North,Technology,Seem,590.71,7,33.59,0.1
1608,2025-02-01,143,Vicki Miller,North,Technology,Must,468.39,2,-13.37,0.33
1323,2025-05-15,33,Andrea George,South,Technology,Finally,536.71,10,267.12,0.47
1346,2025-09-08,60,Elizabeth Wright,East,Technology,Hear,209.03,9,117.5,0.37
1174,2024-08-29,107,Dr. Jonathan Taylor IV,North,Technology,Arrive,502.97,1,-28.65,0.2
1065,2026-01-13,36,Stephanie Cook,North,Office Supplies,Wall,939.22,8,-21.56,0.35
1037,2024-06-30,24,Sara Avila,South,Office Supplies,Support,299.16,6,,0.02
1714,2024-10-05,80,Trevor Garcia,South,Technology,Model,615.59,6,,0.3
1130,2024-11-15,179,Michelle Garcia,North,Technology,Class,205.28,2,183.41,0.11
1993,2024-12-03,102,Tracey Harris,West,Office Supplies,Candidate,712.48,9,288.48,0.42
1888,2025-01-03,77,Andrew Ho,South,Furniture,Main,698.89,3,138.57,0.44
1974,2024-06-27,111,Andrew Richmond,North,Office Supplies,Country,,7,68.81,0.14
1115,2025-09-03,156,Timothy Lee,West,Furniture,Power,926.02,7,104.06,0.32
1932,2025-06-24,84,Eric Potter,West,Technology,Performance,252.19,7,82.22,0.29
1611,2025-10-16,41,Stephanie Johnson,North,Technology,Talk,267.37,5,283.01,0.16
1270,2025-03-06,191,Jacob Jacobs,North,Office Supplies,Summer,919.78,8,55.03,0.03
1722,2024-08-15,22,Shane Kaiser,East,Furniture,Store,890.29,3,96.44,0.15
1574,2024-12-28,100,Dawn Morris,West,Office Supplies,Civil,,4,9.57,0.38
1589,2025-08-05,189,Elizabeth Peters,East,Technology,Unit,753.33,2,91.42,0.23
1029,2025-05-30,73,Jason Wang,North,Furniture,Life,56.95,7,204.41,0.29
1985,2024-08-06,4,Gregory Marquez,West,Technology,None,429.1,5,103.1,0.37
1228,2025-05-28,191,Jessica Dunlap,East,Office Supplies,Dinner,417.27,10,233.23,0.15
1710,2025-10-26,159,Donna Herring,West,Furniture,Special,427.04,5,-42.18,0.29
1399,2025-10-23,33,Thomas Campbell,North,Furniture,Human,792.14,8,54.89,0.08
1535,2025-05-30,76,Aaron Cole,East,Furniture,Yes,661.84,7,56.73,0.49
1816,2024-05-18,104,Michelle Jordan,South,Furniture,Gun,966.89,4,115.46,0.43
1817,2025-07-19,123,Sarah Brown,North,Technology,Leave,57.59,8,118.3,0.1
1473,2024-09-11,59,Kaylee Haynes,North,Office Supplies,Stuff,447.45,7,3.32,0.24
1272,2025-01-23,194,Charles Chang,East,Office Supplies,Middle,519.88,2,59.29,0.38
1664,2024-10-11,170,John Davenport,South,Furniture,Follow,304.0,6,41.24,0.16
1588,2024-12-26,3,Andrew Lester,West,Office Supplies,Consumer,139.37,7,225.46,0.13
1586,2024-09-28,175,Ronald Edwards,South,Office Supplies,Difficult,720.23,1,268.35,0.1
1460,2025-03-02,163,Edward Jordan,South,Technology,Help,846.67,8,65.0,0.21
1381,2026-04-19,106,Brenda Yates,North,Office Supplies,Vote,188.57,6,148.86,0.18
1913,2025-05-03,86,Christopher Cruz,East,Furniture,Shoulder,797.49,8,55.66,0.33
1928,2024-06-22,189,Cory Hayes,North,Office Supplies,Main,648.93,8,-45.93,0.17
1896,2025-05-17,193,Brenda Sanders,North,Office Supplies,Ever,189.55,10,160.34,0.2
